"","trialNo","target","condition1.x","condition3","mean","sd","N","se","condition1.y","mean_acceptibility","mean_morality","sd_acceptibility","sd_morality","N_acceptibility","N_morality","se_acceptibility","se_morality"
"112",56,"<b>On your flight,</b><br> <br> you take a dance exercize class.","impossible","slow",0.91304347826087,0.284884924644768,46,0.042003990568665,"impossible",4,3,1.4142135623731,1.75411603861406,13,14,0.392232270276368,0.468807230938495
"113",57,"<b>On your flight,</b><br> <br> you stand on top of your seat and shout.","abnormal","fast",0.311688311688312,0.466220533420224,77,0.0531307607458886,"abnormal",4.88888888888889,4.45454545454545,0.577350269189626,0.800432783369497,27,22,0.111111111111111,0.170652842808892
"114",57,"<b>On your flight,</b><br> <br> you stand on top of your seat and shout.","abnormal","slow",0.37037037037037,0.487438290097003,54,0.0663319495462434,"abnormal",4.88888888888889,4.45454545454545,0.577350269189626,0.800432783369497,27,22,0.111111111111111,0.170652842808892
"115",58,"<b>On your flight,</b><br> <br> you put your bag in the middle of the aisle.","abnormal","fast",0.178571428571429,0.385293325459601,84,0.0420389483019018,"abnormal",4.59259259259259,4.40909090909091,0.747264717757073,0.590326052690247,27,22,0.143811161984319,0.125857937316941
"116",58,"<b>On your flight,</b><br> <br> you put your bag in the middle of the aisle.","abnormal","slow",0.155172413793103,0.365231199928332,58,0.0479572060316654,"abnormal",4.59259259259259,4.40909090909091,0.747264717757073,0.590326052690247,27,22,0.143811161984319,0.125857937316941
"117",59,"<b>On your flight,</b><br> <br> you ask people to give up their first-class seats.","abnormal","fast",0.311688311688312,0.466220533420224,77,0.0531307607458886,"abnormal",4.48148148148148,4.22727272727273,0.848998068783269,1.10977553207923,27,22,0.163389754517831,0.23660493843322
"118",59,"<b>On your flight,</b><br> <br> you ask people to give up their first-class seats.","abnormal","slow",0.306451612903226,0.464783033373756,62,0.0590275042660008,"abnormal",4.48148148148148,4.22727272727273,0.848998068783269,1.10977553207923,27,22,0.163389754517831,0.23660493843322
"119",60,"<b>On your flight,</b><br> <br> you demand twenty-five bags of peanuts.","abnormal","fast",0.454545454545455,0.501194744833586,77,0.0571164420397767,"abnormal",4.48148148148148,4.04545454545455,0.935223970310789,0.998917162649385,27,22,0.179983937003841,0.212969854656763
"120",60,"<b>On your flight,</b><br> <br> you demand twenty-five bags of peanuts.","abnormal","slow",0.293103448275862,0.45916096973529,58,0.0602907890443519,"abnormal",4.48148148148148,4.04545454545455,0.935223970310789,0.998917162649385,27,22,0.179983937003841,0.212969854656763
"121",61,"<b>On your flight,</b><br> <br> you steal extra snacks from the cart.","immoral","fast",0.21978021978022,0.416391850763405,91,0.0436497263289853,"immoral",4.46153846153846,4.27272727272727,0.90468864172241,0.984731927834662,26,22,0.177424039918012,0.209945552432591
"122",61,"<b>On your flight,</b><br> <br> you steal extra snacks from the cart.","immoral","slow",0.243243243243243,0.43495883620084,37,0.0715067921909349,"immoral",4.46153846153846,4.27272727272727,0.90468864172241,0.984731927834662,26,22,0.177424039918012,0.209945552432591
"123",62,"<b>On your flight,</b><br> <br> you shatter one of the plane's windows.","immoral","fast",0.691358024691358,0.464811125852264,81,0.0516456806502516,"immoral",4.85185185185185,4.90909090909091,0.601517549056852,0.29424494316825,27,22,0.115762106290086,0.0627332326674867
"124",62,"<b>On your flight,</b><br> <br> you shatter one of the plane's windows.","immoral","slow",0.645833333333333,0.483321105250062,48,0.0697613925552877,"immoral",4.85185185185185,4.90909090909091,0.601517549056852,0.29424494316825,27,22,0.115762106290086,0.0627332326674867
"125",63,"<b>On your flight,</b><br> <br> you hold the plane's pilot as hostage.","immoral","fast",0.595238095238095,0.493793957788201,84,0.0538773378399109,"immoral",4.77777777777778,4.95454545454545,0.800640769025436,0.21320071635561,27,22,0.154083387840341,0.0454545454545455
"126",63,"<b>On your flight,</b><br> <br> you hold the plane's pilot as hostage.","immoral","slow",0.526315789473684,0.503745370694601,57,0.0667227043206724,"immoral",4.77777777777778,4.95454545454545,0.800640769025436,0.21320071635561,27,22,0.154083387840341,0.0454545454545455
"127",64,"<b>On your flight,</b><br> <br> you poison the drink of your seatmate.","immoral","fast",0.7,0.460824858880028,90,0.0485752052162186,"immoral",4.92307692307692,5,0.392232270276368,0,26,22,0.0769230769230769,0
"128",64,"<b>On your flight,</b><br> <br> you poison the drink of your seatmate.","immoral","slow",0.571428571428571,0.5,49,0.0714285714285714,"immoral",4.92307692307692,5,0.392232270276368,0,26,22,0.0769230769230769,0
"129",65,"<b>On your way,</b><br> <br> you brainstorm suggestions for the group.","ordinary","fast",0.0786516853932584,0.270719542109693,89,0.0286962140712567,"ordinary",1.18518518518519,1.18181818181818,0.483340701387989,0.501081082343218,27,22,0.0930189613522194,0.106830845707819
"130",65,"<b>On your way,</b><br> <br> you brainstorm suggestions for the group.","ordinary","slow",0.0357142857142857,0.188982236504614,28,0.0357142857142857,"ordinary",1.18518518518519,1.18181818181818,0.483340701387989,0.501081082343218,27,22,0.0930189613522194,0.106830845707819
"131",66,"<b>On your way,</b><br> <br> you turn on the radio to listen to music.","ordinary","fast",0.0697674418604651,0.256248853055389,86,0.027632024455163,"ordinary",2.85714285714286,2.13636363636364,1.6491139195267,1.35560404899895,28,22,0.311653236763045,0.289015754341141
"132",66,"<b>On your way,</b><br> <br> you turn on the radio to listen to music.","ordinary","slow",0.032258064516129,0.179605302026775,31,0.032258064516129,"ordinary",2.85714285714286,2.13636363636364,1.6491139195267,1.35560404899895,28,22,0.311653236763045,0.289015754341141
"133",67,"<b>On your way,</b><br> <br> you mentally recite your agenda items.","ordinary","fast",0.204819277108434,0.406022832007839,83,0.0445667956942589,"ordinary",1.19230769230769,1.40909090909091,0.40191847623425,0.908116360757433,26,22,0.0788226981996892,0.193611058647735
"134",67,"<b>On your way,</b><br> <br> you mentally recite your agenda items.","ordinary","slow",0.0444444444444444,0.208409077139993,45,0.0310677909075347,"ordinary",1.19230769230769,1.40909090909091,0.40191847623425,0.908116360757433,26,22,0.0788226981996892,0.193611058647735
"135",68,"<b>On your way,</b><br> <br> you stop your car at the traffic light.","ordinary","fast",0.238636363636364,0.428692698173277,88,0.0456987951734811,"ordinary",1.91666666666667,1.52380952380952,1.50120724365618,1.24976188208185,24,21,0.306432645427302,0.272720401205264
"136",68,"<b>On your way,</b><br> <br> you stop your car at the traffic light.","ordinary","slow",0.0789473684210526,0.273276312733094,38,0.0443312718129372,"ordinary",1.91666666666667,1.52380952380952,1.50120724365618,1.24976188208185,24,21,0.306432645427302,0.272720401205264
"137",69,"<b>On your way,</b><br> <br> you see the future; the event is a success.","impossible","fast",0.692307692307692,0.464095480892257,91,0.048650425541052,"impossible",3.27272727272727,2.53846153846154,1.55505042303516,1.33012434352235,11,13,0.46886534393555,0.368910117177902
"138",69,"<b>On your way,</b><br> <br> you see the future; the event is a success.","impossible","slow",0.846153846153846,0.364321307478654,52,0.0505222751868604,"impossible",3.27272727272727,2.53846153846154,1.55505042303516,1.33012434352235,11,13,0.46886534393555,0.368910117177902
"139",70,"<b>On your way,</b><br> <br> you read the minds of people close by.","impossible","fast",0.78494623655914,0.413086535980669,93,0.0428350783555476,"impossible",3.91666666666667,4.1,1.67648622440092,0.994428926011753,12,10,0.483959886475286,0.31446603773522
"140",70,"<b>On your way,</b><br> <br> you read the minds of people close by.","impossible","slow",0.909090909090909,0.291937104060571,33,0.0508197267613589,"impossible",3.91666666666667,4.1,1.67648622440092,0.994428926011753,12,10,0.483959886475286,0.31446603773522
"141",71,"<b>On your way,</b><br> <br> you take a walk on the planet Neptune.","impossible","fast",0.908045977011494,0.290636187028339,87,0.0311594699190544,"impossible",3.83333333333333,5,1.32916013582513,0,6,3,0.542627353203324,0
"142",71,"<b>On your way,</b><br> <br> you take a walk on the planet Neptune.","impossible","slow",1,0,33,0,"impossible",3.83333333333333,5,1.32916013582513,0,6,3,0.542627353203324,0
"143",72,"<b>On your way,</b><br> <br> you jump over the Great Wall of China.","impossible","fast",0.968085106382979,0.176716020266431,94,0.0182268657857097,"impossible",4,4.25,1.51185789203691,1.48804761828569,8,8,0.534522483824849,0.526104280809151
"144",72,"<b>On your way,</b><br> <br> you jump over the Great Wall of China.","impossible","slow",0.96551724137931,0.185695338177052,29,0.0344827586206897,"impossible",4,4.25,1.51185789203691,1.48804761828569,8,8,0.534522483824849,0.526104280809151
"145",73,"<b>On your way,</b><br> <br> you board an international flight.","abnormal","fast",0.616279069767442,0.489143420593299,86,0.0527456915367913,"abnormal",3.80952380952381,2.83333333333333,1.63153448075876,1.50489397711365,21,18,0.356030012238452,0.354706912061285
"146",73,"<b>On your way,</b><br> <br> you board an international flight.","abnormal","slow",0.588235294117647,0.499554168435642,34,0.0856728330887552,"abnormal",3.80952380952381,2.83333333333333,1.63153448075876,1.50489397711365,21,18,0.356030012238452,0.354706912061285
"147",74,"<b>On your way,</b><br> <br> you go on a long, scenic walk.","abnormal","fast",0.411111111111111,0.494791851468525,90,0.0521556406110755,"abnormal",3.56521739130435,2.15,1.59048554497509,1.34848843251679,23,20,0.331639161476728,0.301531180197967
"148",74,"<b>On your way,</b><br> <br> you go on a long, scenic walk.","abnormal","slow",0.457142857142857,0.505432670960188,35,0.0854337144681602,"abnormal",3.56521739130435,2.15,1.59048554497509,1.34848843251679,23,20,0.331639161476728,0.301531180197967
"149",75,"<b>On your way,</b><br> <br> you climb into bed and take a nap.","abnormal","fast",0.547619047619048,0.500716640757637,84,0.0546326644760924,"abnormal",4.1304347826087,3.22222222222222,1.60409554878887,1.62898581063244,23,18,0.334477043447273,0.383955637718288
"150",75,"<b>On your way,</b><br> <br> you climb into bed and take a nap.","abnormal","slow",0.660377358490566,0.478113127360488,53,0.0656738888055081,"abnormal",4.1304347826087,3.22222222222222,1.60409554878887,1.62898581063244,23,18,0.334477043447273,0.383955637718288
"151",76,"<b>On your way,</b><br> <br> you watch a movie at a theater.","abnormal","fast",0.522222222222222,0.502304303170668,90,0.0529475225507683,"abnormal",4.09090909090909,2.5,1.30599682450904,1.7013926184468,22,20,0.278439458543481,0.380442955126341
"152",76,"<b>On your way,</b><br> <br> you watch a movie at a theater.","abnormal","slow",0.621621621621622,0.491672392698372,37,0.0808304434456142,"abnormal",4.09090909090909,2.5,1.30599682450904,1.7013926184468,22,20,0.278439458543481,0.380442955126341
"153",77,"<b>On your way,</b><br> <br> you hit a pedestrian with your car.","immoral","fast",0.366666666666667,0.484594119520818,90,0.0510807052803217,"immoral",4.80769230769231,5,0.69392972377501,0,26,22,0.136090815484263,0
"154",77,"<b>On your way,</b><br> <br> you hit a pedestrian with your car.","immoral","slow",0.259259259259259,0.446576084704722,27,0.0859436075726402,"immoral",4.80769230769231,5,0.69392972377501,0,26,22,0.136090815484263,0
"155",78,"<b>On your way,</b><br> <br> you steer your car into a small dog.","immoral","fast",0.56,0.4997296566442,75,0.0577038103571136,"immoral",4.85714285714286,4.86363636363636,0.590936840285279,0.639602149066831,28,22,0.111676565710082,0.136363636363636
"156",78,"<b>On your way,</b><br> <br> you steer your car into a small dog.","immoral","slow",0.298245614035088,0.461554527064391,57,0.061134390564664,"immoral",4.85714285714286,4.86363636363636,0.590936840285279,0.639602149066831,28,22,0.111676565710082,0.136363636363636
"157",79,"<b>On your way,</b><br> <br> you decide to rob a bank instead.","immoral","fast",0.595238095238095,0.493793957788201,84,0.0538773378399109,"immoral",4.73076923076923,4.76190476190476,0.961569230276939,0.768424485864545,26,21,0.188579241109712,0.167683970111038
"158",79,"<b>On your way,</b><br> <br> you decide to rob a bank instead.","immoral","slow",0.375,0.49029033784546,40,0.0775217091182553,"immoral",4.73076923076923,4.76190476190476,0.961569230276939,0.768424485864545,26,21,0.188579241109712,0.167683970111038
"159",80,"<b>On your way,</b><br> <br> you park in the middle of the highway.","immoral","fast",0.402439024390244,0.493407304203142,82,0.054487721579629,"immoral",4.75,4.42857142857143,0.737209780774486,1.247855302967,24,21,0.150482316357212,0.272304351533253
"160",80,"<b>On your way,</b><br> <br> you park in the middle of the highway.","immoral","slow",0.521739130434783,0.505046991643467,46,0.0744651163980587,"immoral",4.75,4.42857142857143,0.737209780774486,1.247855302967,24,21,0.150482316357212,0.272304351533253
"161",81,"<b>During your class,</b><br> <br> you take notes on the lecture slide.","ordinary","fast",0.0444444444444444,0.207234932150978,90,0.0218444798782516,"ordinary",1.66666666666667,1.68181818181818,1.38675049056307,1.39339816332534,27,22,0.266880256341812,0.297073486589555
"162",81,"<b>During your class,</b><br> <br> you take notes on the lecture slide.","ordinary","slow",0.114285714285714,0.322802851090676,35,0.0545636406075561,"ordinary",1.66666666666667,1.68181818181818,1.38675049056307,1.39339816332534,27,22,0.266880256341812,0.297073486589555
"163",82,"<b>During your class,</b><br> <br> you retrieve an eraser from your bag.","ordinary","fast",0.0975609756097561,0.298546110654101,82,0.0329689026032424,"ordinary",1.46428571428571,1.09090909090909,1.07089934019281,0.29424494316825,28,22,0.202380952380952,0.0627332326674867
"164",82,"<b>During your class,</b><br> <br> you retrieve an eraser from your bag.","ordinary","slow",0.0204081632653061,0.142857142857143,49,0.0204081632653061,"ordinary",1.46428571428571,1.09090909090909,1.07089934019281,0.29424494316825,28,22,0.202380952380952,0.0627332326674867
"165",83,"<b>During your class,</b><br> <br> you raise your hand to ask a question.","ordinary","fast",0.0235294117647059,0.152477210493529,85,0.0165384755396364,"ordinary",1.46428571428571,1.04545454545455,0.922241346139448,0.21320071635561,28,22,0.174287232190458,0.0454545454545455
"166",83,"<b>During your class,</b><br> <br> you raise your hand to ask a question.","ordinary","slow",0.037037037037037,0.192450089729875,27,0.037037037037037,"ordinary",1.46428571428571,1.04545454545455,0.922241346139448,0.21320071635561,28,22,0.174287232190458,0.0454545454545455
"167",84,"<b>During your class,</b><br> <br> you turn to the next page in your notes.","ordinary","fast",0.0657894736842105,0.249561018098552,76,0.028626612056282,"ordinary",1.22222222222222,1.04545454545455,0.800640769025436,0.21320071635561,27,22,0.154083387840341,0.0454545454545455
"168",84,"<b>During your class,</b><br> <br> you turn to the next page in your notes.","ordinary","slow",0,0,44,0,"ordinary",1.22222222222222,1.04545454545455,0.800640769025436,0.21320071635561,27,22,0.154083387840341,0.0454545454545455
"169",85,"<b>During your class,</b><br> <br> you push over a large, towering tree.","impossible","fast",0.753246753246753,0.433948946665029,77,0.0494530721159994,"impossible",4.88888888888889,4.25,0.333333333333333,1.5,9,4,0.111111111111111,0.75
"170",85,"<b>During your class,</b><br> <br> you push over a large, towering tree.","impossible","slow",0.946428571428571,0.227207782928703,56,0.0303619171188469,"impossible",4.88888888888889,4.25,0.333333333333333,1.5,9,4,0.111111111111111,0.75
"171",86,"<b>During your class,</b><br> <br> you use your mind to charge your phone.","impossible","fast",0.689189189189189,0.465984762984349,74,0.0541696283875289,"impossible",3.25,4,1.48804761828569,1.4142135623731,8,4,0.526104280809151,0.707106781186548
"172",86,"<b>During your class,</b><br> <br> you use your mind to charge your phone.","impossible","slow",0.931034482758621,0.255608593705383,58,0.033563052647744,"impossible",3.25,4,1.48804761828569,1.4142135623731,8,4,0.526104280809151,0.707106781186548
"173",87,"<b>During your class,</b><br> <br> you build a small hut on a mountain.","impossible","fast",0.85,0.359324260314598,80,0.0401736736014135,"impossible",4.72727272727273,3.66666666666667,0.646669790682863,2.3094010767585,11,3,0.194978278086611,1.33333333333333
"174",87,"<b>During your class,</b><br> <br> you build a small hut on a mountain.","impossible","slow",0.936170212765957,0.247092248145165,47,0.0360421086748902,"impossible",4.72727272727273,3.66666666666667,0.646669790682863,2.3094010767585,11,3,0.194978278086611,1.33333333333333
"175",88,"<b>During your class,</b><br> <br> you hold your breath for an hour.","impossible","fast",0.568181818181818,0.498168012683496,88,0.0531048885847861,"impossible",4.72727272727273,3.875,0.646669790682863,1.35620268186054,11,8,0.194978278086611,0.479490056503484
"176",88,"<b>During your class,</b><br> <br> you hold your breath for an hour.","impossible","slow",0.9,0.3038218101251,40,0.0480384461415261,"impossible",4.72727272727273,3.875,0.646669790682863,1.35620268186054,11,8,0.194978278086611,0.479490056503484
"177",89,"<b>During your class,</b><br> <br> you give your toenails a trim.","abnormal","fast",0.476190476190476,0.502432408118228,84,0.0548198700428744,"abnormal",4.76923076923077,4.13636363636364,0.651625187216842,1.08212553384331,26,22,0.127794213275663,0.230709939002091
"178",89,"<b>During your class,</b><br> <br> you give your toenails a trim.","abnormal","slow",0.346153846153846,0.480384461415261,52,0.0666173387526491,"abnormal",4.76923076923077,4.13636363636364,0.651625187216842,1.08212553384331,26,22,0.127794213275663,0.230709939002091
"179",90,"<b>During your class,</b><br> <br> you scream out your favorite song.","abnormal","fast",0.325581395348837,0.471340028756967,86,0.0508259024226521,"abnormal",4.88888888888889,4.68181818181818,0.320256307610174,0.476731294622796,27,22,0.0616333551361366,0.101639453522718
"180",90,"<b>During your class,</b><br> <br> you scream out your favorite song.","abnormal","slow",0.297297297297297,0.463373191622816,37,0.0761780834472422,"abnormal",4.88888888888889,4.68181818181818,0.320256307610174,0.476731294622796,27,22,0.0616333551361366,0.101639453522718
"181",91,"<b>During your class,</b><br> <br> you play a board game with your friend.","abnormal","fast",0.220779220779221,0.417491778153415,77,0.0475776037055225,"abnormal",4.64285714285714,3.7,0.62148482382387,1.34164078649987,28,20,0.117449591959911,0.3
"182",91,"<b>During your class,</b><br> <br> you play a board game with your friend.","abnormal","slow",0.340425531914894,0.478975162498508,47,0.0698657080055475,"abnormal",4.64285714285714,3.7,0.62148482382387,1.34164078649987,28,20,0.117449591959911,0.3
"183",92,"<b>During your class,</b><br> <br> you sit facing the back of the classroom.","abnormal","fast",0.185185185185185,0.390867979985286,81,0.0434297755539206,"abnormal",4.5,3.86363636363636,0.793492047615872,1.03718733879544,28,22,0.149955901807073,0.221129083626158
"184",92,"<b>During your class,</b><br> <br> you sit facing the back of the classroom.","abnormal","slow",0.3,0.462124790542445,60,0.0596600539213493,"abnormal",4.5,3.86363636363636,0.793492047615872,1.03718733879544,28,22,0.149955901807073,0.221129083626158
"185",93,"<b>During your class,</b><br> <br> you skin a cat for personal enjoyment.","immoral","fast",0.822784810126582,0.384290677605527,79,0.0432360791812641,"immoral",4.90909090909091,5,0.29424494316825,0,22,21,0.0627332326674867,0
"186",93,"<b>During your class,</b><br> <br> you skin a cat for personal enjoyment.","immoral","slow",0.770833333333333,0.424744395393794,48,0.061306572754348,"immoral",4.90909090909091,5,0.29424494316825,0,22,21,0.0627332326674867,0
"187",94,"<b>During your class,</b><br> <br> you set fire to the professor's hair.","immoral","fast",0.674157303370786,0.471344327402445,89,0.0499623987799616,"immoral",4.81481481481481,5,0.681459803941116,0,27,22,0.131147000415771,0
"188",94,"<b>During your class,</b><br> <br> you set fire to the professor's hair.","immoral","slow",0.45,0.503831473655779,40,0.0796627506815691,"immoral",4.81481481481481,5,0.681459803941116,0,27,22,0.131147000415771,0
"189",95,"<b>During your class,</b><br> <br> you hold your entire class hostage.","immoral","fast",0.5625,0.499208233865883,80,0.0558131772925863,"immoral",4.77777777777778,5,0.697982440452113,0,27,22,0.134326783294886,0
"190",95,"<b>During your class,</b><br> <br> you hold your entire class hostage.","immoral","slow",0.361702127659574,0.485687854441406,47,0.0708448547587263,"immoral",4.77777777777778,5,0.697982440452113,0,27,22,0.134326783294886,0
"191",96,"<b>During your class,</b><br> <br> you throw a brick at your professor.","immoral","fast",0.55952380952381,0.499425946997861,84,0.0544918382414929,"immoral",4.88,5,0.6,0,25,22,0.12,0
"192",96,"<b>During your class,</b><br> <br> you throw a brick at your professor.","immoral","slow",0.441176470588235,0.503994737261378,34,0.0864343843595969,"immoral",4.88,5,0.6,0,25,22,0.12,0
"193",97,"<b>In the office,</b><br> <br> you put the final touches on your project.","ordinary","fast",0.0810810810810811,0.274822819971154,74,0.0319475038945644,"ordinary",1.14814814814815,1,0.601517549056852,0,27,22,0.115762106290086,0
"194",97,"<b>In the office,</b><br> <br> you put the final touches on your project.","ordinary","slow",0.0425531914893617,0.204029708888579,47,0.0297607917523504,"ordinary",1.14814814814815,1,0.601517549056852,0,27,22,0.115762106290086,0
"195",98,"<b>In the office,</b><br> <br> you take notes on an important report.","ordinary","fast",0.037037037037037,0.190029237516523,81,0.0211143597240581,"ordinary",1.40740740740741,1.63636363636364,1.08341551299083,1.176979772673,27,22,0.208503412689823,0.250932930669947
"196",98,"<b>In the office,</b><br> <br> you take notes on an important report.","ordinary","slow",0.0217391304347826,0.147441956154897,46,0.0217391304347826,"ordinary",1.40740740740741,1.63636363636364,1.08341551299083,1.176979772673,27,22,0.208503412689823,0.250932930669947
"197",99,"<b>In the office,</b><br> <br> you fill your water bottle up with water.","ordinary","fast",0.0930232558139535,0.292168644963595,86,0.0315053552295153,"ordinary",1.14814814814815,1.04545454545455,0.456045181947149,0.21320071635561,27,22,0.0877659361866061,0.0454545454545455
"198",99,"<b>In the office,</b><br> <br> you fill your water bottle up with water.","ordinary","slow",0.05,0.220721427863152,40,0.0348991220226056,"ordinary",1.14814814814815,1.04545454545455,0.456045181947149,0.21320071635561,27,22,0.0877659361866061,0.0454545454545455
"199",100,"<b>In the office,</b><br> <br> you are cold, so you put on a sweater.","ordinary","fast",0.184210526315789,0.390231600148407,76,0.0447626344637652,"ordinary",1.32142857142857,1.22727272727273,0.862965233777697,0.528413454806725,28,22,0.163085099905036,0.112658127096737
"200",100,"<b>In the office,</b><br> <br> you are cold, so you put on a sweater.","ordinary","slow",0.0425531914893617,0.204029708888579,47,0.0297607917523504,"ordinary",1.32142857142857,1.22727272727273,0.862965233777697,0.528413454806725,28,22,0.163085099905036,0.112658127096737
"201",101,"<b>In the office,</b><br> <br> you start an alpaca farm under a desk.","impossible","fast",0.92,0.273120110198049,75,0.0315371938287888,"impossible",4.72727272727273,4.75,0.904534033733291,0.462910049886276,11,8,0.272727272727273,0.163663417676994
"202",101,"<b>In the office,</b><br> <br> you start an alpaca farm under a desk.","impossible","slow",0.944444444444444,0.231212282322664,54,0.0314640063308252,"impossible",4.72727272727273,4.75,0.904534033733291,0.462910049886276,11,8,0.272727272727273,0.163663417676994
"203",102,"<b>In the office,</b><br> <br> you land a jet on the conference table.","impossible","fast",0.9125,0.28434913465623,80,0.0317911997217286,"impossible",4.36363636363636,5,1.02691063610494,0,11,5,0.309625206653207,0
"204",102,"<b>In the office,</b><br> <br> you land a jet on the conference table.","impossible","slow",0.96551724137931,0.185695338177052,29,0.0344827586206897,"impossible",4.36363636363636,5,1.02691063610494,0,11,5,0.309625206653207,0
"205",103,"<b>In the office,</b><br> <br> you walk across the office ceiling.","impossible","fast",0.558441558441558,0.499829089039614,77,0.0569608111182502,"impossible",4.125,4.125,1.24642345475822,1.1259916264596,8,8,0.440677238544752,0.398098157314428
"206",103,"<b>In the office,</b><br> <br> you walk across the office ceiling.","impossible","slow",0.872340425531915,0.337318149178239,47,0.0492029089619693,"impossible",4.125,4.125,1.24642345475822,1.1259916264596,8,8,0.440677238544752,0.398098157314428
"207",104,"<b>In the office,</b><br> <br> you hold a storm cloud in your hands.","impossible","fast",0.848101265822785,0.361216164946822,79,0.0406399936800569,"impossible",4.6,3.5,0.894427190999916,2.12132034355964,5,2,0.4,1.5
"208",104,"<b>In the office,</b><br> <br> you hold a storm cloud in your hands.","impossible","slow",0.980769230769231,0.138675049056307,52,0.0192307692307692,"impossible",4.6,3.5,0.894427190999916,2.12132034355964,5,2,0.4,1.5
"209",105,"<b>In the office,</b><br> <br> you work sitting at your boss's desk.","abnormal","fast",0.157894736842105,0.367065174192899,76,0.0421052631578947,"abnormal",4.25,3.63636363636364,0.927960727138337,0.902137912878521,28,22,0.17536809360305,0.192336449277256
"210",105,"<b>In the office,</b><br> <br> you work sitting at your boss's desk.","abnormal","slow",0.254545454545455,0.439620283046623,55,0.059278386873217,"abnormal",4.25,3.63636363636364,0.927960727138337,0.902137912878521,28,22,0.17536809360305,0.192336449277256
"211",106,"<b>In the office,</b><br> <br> you jump on the conference table.","abnormal","fast",0.243589743589744,0.432026256894979,78,0.0489173408829638,"abnormal",4.42857142857143,3.90909090909091,0.835710894037345,1.23091490979333,28,22,0.157934513826448,0.262431940540739
"212",106,"<b>In the office,</b><br> <br> you jump on the conference table.","abnormal","slow",0.323529411764706,0.474858079933817,34,0.081437488852138,"abnormal",4.42857142857143,3.90909090909091,0.835710894037345,1.23091490979333,28,22,0.157934513826448,0.262431940540739
"213",107,"<b>In the office,</b><br> <br> you eat a pizza on the office floor.","abnormal","fast",0.222222222222222,0.418330013267038,81,0.0464811125852264,"abnormal",3.84615384615385,2.86363636363636,1.15558842819778,1.67034226733424,26,22,0.226629536348557,0.356118167954715
"214",107,"<b>In the office,</b><br> <br> you eat a pizza on the office floor.","abnormal","slow",0.261904761904762,0.44500061986933,42,0.0686650863810451,"abnormal",3.84615384615385,2.86363636363636,1.15558842819778,1.67034226733424,26,22,0.226629536348557,0.356118167954715
"215",108,"<b>In the office,</b><br> <br> you turn on loud music and dance.","abnormal","fast",0.15,0.359324260314598,80,0.0401736736014135,"abnormal",3.67857142857143,3.31818181818182,1.33482059908665,1.46014883900054,28,22,0.252257382147823,0.311304778460729
"216",108,"<b>In the office,</b><br> <br> you turn on loud music and dance.","abnormal","slow",0.157894736842105,0.369537021476632,38,0.0599468207843684,"abnormal",3.67857142857143,3.31818181818182,1.33482059908665,1.46014883900054,28,22,0.252257382147823,0.311304778460729
"217",109,"<b>In the office,</b><br> <br> you build a bonfire in the break room.","immoral","fast",0.703703703703704,0.459468291736341,81,0.051052032415149,"immoral",4.84,4.9,0.553774924194538,0.447213595499958,25,20,0.110754984838908,0.1
"218",109,"<b>In the office,</b><br> <br> you build a bonfire in the break room.","immoral","slow",0.6,0.494871659305394,50,0.0699854212223765,"immoral",4.84,4.9,0.553774924194538,0.447213595499958,25,20,0.110754984838908,0.1
"219",110,"<b>In the office,</b><br> <br> you eat all the lunches in the fridge.","immoral","fast",0.230769230769231,0.424052095644132,78,0.0480144449178738,"immoral",4.61538461538461,4.59090909090909,0.8038369524685,0.959121170610586,26,22,0.157645396399378,0.204485320646008
"220",110,"<b>In the office,</b><br> <br> you eat all the lunches in the fridge.","immoral","slow",0.244897959183673,0.434483037878444,49,0.0620690054112063,"immoral",4.61538461538461,4.59090909090909,0.8038369524685,0.959121170610586,26,22,0.157645396399378,0.204485320646008
"221",111,"<b>In the office,</b><br> <br> you lie to your boss about your dad dying.","immoral","fast",0.347826086956522,0.479769765755401,69,0.0577574925352236,"immoral",4.56,4.86363636363636,0.869865890046659,0.351250086657104,25,22,0.173973178009332,0.0748867700952649
"222",111,"<b>In the office,</b><br> <br> you lie to your boss about your dad dying.","immoral","slow",0.342857142857143,0.478091443733757,70,0.0571428571428571,"immoral",4.56,4.86363636363636,0.869865890046659,0.351250086657104,25,22,0.173973178009332,0.0748867700952649
"223",112,"<b>In the office,</b><br> <br> you intentionally short-circuit all computers.","immoral","fast",0.549295774647887,0.501105417890322,71,0.05947027187738,"immoral",4.96,5,0.2,0,25,22,0.04,0
"224",112,"<b>In the office,</b><br> <br> you intentionally short-circuit all computers.","immoral","slow",0.36231884057971,0.484191700391537,69,0.0582898309086843,"immoral",4.96,5,0.2,0,25,22,0.04,0
"225",113,"<b>In the elevator,</b><br> <br>you check the time on your phone.","ordinary","fast",0.0641025641025641,0.246520913458799,78,0.0279129968745746,"ordinary",1.18518518518519,1.09090909090909,0.483340701387989,0.29424494316825,27,22,0.0930189613522194,0.0627332326674867
"226",113,"<b>In the elevator,</b><br> <br>you check the time on your phone.","ordinary","slow",0,0,26,0,"ordinary",1.18518518518519,1.09090909090909,0.483340701387989,0.29424494316825,27,22,0.0930189613522194,0.0627332326674867
