"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"62cd9290653f1ada1c0575e7","abnormal3","scenario2","fast",48,"Ask and answer questions in gibberish",0,1687,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario2","fast",43,"Greet a classmate that you don't know",1,1173,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario2","fast",53,"Bribe a classmate to do homework for you",1,937,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario2","fast",47,"Jump up and down in the middle of the class",0,1313,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario2","fast",28,"Be the sixth person to answer a question",1,1575,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,925,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario2","fast",30,"Sit next to someone born on Februrary 25th",0,1465,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario2","fast",52,"Look up answers online during an exam",1,1736,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario2","fast",32,"Move your fountain pen with your mind",0,1349,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario2","fast",29,"Recognize your neighbor's laptop wallpaper",1,1480,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario2","fast",40,"Greet everyone in the class individually",0,1567,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario2","fast",35,"Take notes with a pencil and a notebook",1,1128,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario2","fast",37,"Watch the professor struggle with Zoom",1,1314,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario2","fast",36,"Reference relevant papers you have read",1,1574,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,785,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario2","fast",31,"Let a flying carpet take you to your seat",0,1640,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,1552,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario2","fast",42,"Volunteer to answer every single question",1,1147,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario2","fast",33,"Take a seat in the nine-hundredth row",0,1366,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario2","fast",45,"Clean the chalkboard after writing on it",1,719,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario2","fast",44,"Keep a physical copy of every reading",1,1090,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario2","fast",34,"Answer a question when being called upon",1,903,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario2","fast",41,"Sit facing the back for the entire period",0,1515,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario2","fast",54,"Assault a classmate for differing opinions",0,1401,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario5","fast",129,"Argue with the server about food price",1,1241,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario5","fast",117,"Try out a newly opened restaurant in town",1,724,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario5","fast",135,"Trip over a passing server with your napkin",1,1646,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario5","fast",134,"Fight a child for a table by the window",1,1343,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario5","fast",110,"Get a four-course dinner from Pine for free",0,1418,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario5","fast",128,"Walk into a restaurant in your pajamas",1,933,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario5","fast",124,"Check Google Reviews before heading out",1,772,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario5","fast",125,"Read the menu before entering a restaurant",1,758,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario5","fast",132,"Go to Lou's Restaurant for a lavish dinner",1,920,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario5","fast",109,"Run into Phil Hanlon in Molly's Restaurant",0,1243,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario5","fast",112,"Enter a restaurant through the chimney",0,1067,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario5","fast",122,"Pick a restaurant for the color of its walls",1,1098,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario5","fast",120,"Get drunk with friends at Dunk's sports bar",1,1454,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario5","fast",127,"Order a bowl of rice noodles at Domino's",1,931,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario5","fast",114,"Turn invisible to sneak into the kitchen",0,1422,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario5","fast",111,"Pick the eighth restaurant you pass by",1,1119,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario5","fast",133,"Refuse to pay for the food you have eaten",1,1296,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario5","fast",123,"Eat only the food on the left side of a dish",1,1664,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario5","fast",115,"Pick up the food that you have ordered",1,1037,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario5","fast",121,"Take three hours to decide what to order",1,932,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario5","fast",130,"Get drunk with a group of friends at Pine",1,1135,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario5","fast",118,"Use Snackpass to get food with a discount",1,1236,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario5","fast",116,"Order pizza and chicken wings at Domino's",1,713,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario5","fast",126,"Pay for the food your friends have ordered",1,734,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario5","fast",131,"Pick a table freely at Molly's Restaurant",1,807,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario5","fast",119,"Send Snackpass gift points to a friend",0,1298,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,831,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,845,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",1,710,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario6","fast",147,"Leave the windows open all day in winter",1,787,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,866,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,726,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",1,1106,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,768,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario6","fast",146,"Storm a club member's room as a prank",1,1312,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1165,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1382,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",0,1528,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1330,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario6","fast",157,"Hold a floor party in the common room",1,918,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario6","fast",151,"Lock your room every time you head out",1,986,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,979,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario6","fast",137,"Hear twenty alarm clocks go off at once",1,1475,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,961,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,722,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario6","fast",160,"Enter someone's room without permission",1,986,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,1296,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",1,1126,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",1,727,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,1172,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",0,1390,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,1359,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario6","fast",141,"Go diving in the water basin in the restroom",0,1217,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario1","fast",8,"Study with friends on first-floor Berry",1,789,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,590,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario1","fast",20,"Check out fifty books at the same time",1,991,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",1,1113,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario1","fast",5,"Read every book in the library's collection",1,820,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,931,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario1","fast",18,"Open the windows in the Orozco Room",1,983,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",1,1062,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario1","fast",1,"Find an open study room in midterm week",1,821,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario1","fast",12,"Move to Baker Lobby for late-night studying",1,964,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario1","fast",25,"Steal a first-edition book and sell it",0,1238,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario1","fast",16,"Share a desk in Baker Lobby with a stranger",1,1228,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario1","fast",17,"Meet in the Tower Room for a group project",1,884,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario1","fast",3,"Say hi to Ivy the library dog and pet her",1,1306,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario1","fast",26,"Put up offensive posters in the hallways",0,1389,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario1","fast",2,"Run into twenty professors in succession",0,1143,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario1","fast",9,"Get a cup of coffee from Novack Cafe",1,897,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",1,1029,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",1,1358,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",1,1032,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1008,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario1","fast",13,"Hop around the library for a study break",1,718,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario1","fast",19,"Skateboard up and down first-floor Berry",0,994,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario1","fast",23,"Organize a club meeting in Baker Lobby",1,964,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario1","fast",4,"Take the elevator to the seventieth floor",1,926,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario1","fast",10,"Check out a laptop charger for two hours",1,1497,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario1","fast",14,"Listen to music without headphones on",0,1332,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,974,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",1,1200,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,1081,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario4","fast",82,"Listen to exactly 4.35 songs on your way",1,1534,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario4","fast",101,"Pour a cup of iced tea onto the grass",1,761,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario4","fast",104,"Park your car on any side of the Green",0,1091,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario4","fast",89,"Walk on the footpath across the Green",0,848,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,821,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,613,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,669,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario4","fast",106,"Smash the window of a car parked nearby",0,1093,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario4","fast",91,"Cross the road without looking out for cars",0,1127,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario4","fast",88,"Cross the road when no car is passing",1,1020,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,804,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,1274,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario4","fast",83,"Run to your destination at record speed",1,1088,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario4","fast",99,"Drive from your room to your classroom",1,876,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",0,1203,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario4","fast",107,"Shout insults at the people walking by",1,954,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",1,1422,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario4","fast",87,"Teleport the classroom to where you are",0,895,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,1233,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario4","fast",86,"Transport yourself to class with a spell",0,1008,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario4","fast",108,"Ride away an unlocked bike on the sidewalk",1,961,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario4","fast",105,"Look out for two-way traffic by Dartmouth Hall",1,979,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario4","fast",95,"listen to music through a loudspeaker",1,631,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",1,1012,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario3","fast",66,"Take a piece of silverware away with you",1,832,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario3","fast",59,"Teleport yourself from station to station",1,544,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario3","fast",55,"Have filet mignon and broccoli for dinner",1,802,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,779,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario3","fast",57,"Hear your favorite song in the speaker",1,788,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario3","fast",73,"Cut in the lines at the stir fry station",1,901,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario3","fast",70,"Use a tray to carry several items at once",1,1306,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario3","fast",81,"Make fun of someone's food choice openly",1,1479,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario3","fast",75,"Fill your plate with food that you hate",1,899,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario3","fast",67,"Eat with three forks used alternatingly",1,1183,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario3","fast",61,"Make a customized salad at the salad bar",1,880,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario3","fast",80,"Add food poisoning to the water machine",0,838,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",1,846,"prolific"
"62cd9290653f1ada1c0575e7","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,811,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario3","fast",69,"Carry your plate on the top of your head",1,1267,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,882,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario3","fast",78,"Take a seat at a table upstairs after 8 pm",1,1068,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario3","fast",71,"Sit by yourself at a long table downstairs",1,1195,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario3","fast",72,"Acknowledge Foco for the dishes you like",1,1075,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario3","fast",64,"Take out your laptop and study for an exam",1,883,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario3","fast",56,"Slip on a banana peel upon walking in",1,1280,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",1,924,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario3","fast",65,"Take a couple of cookies away in napkins",1,848,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario3","fast",79,"Steal a bag when the owner is getting food",1,1334,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",1,1193,"prolific"
"62cd9290653f1ada1c0575e7","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",1,825,"prolific"
"62cd9290653f1ada1c0575e7","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",0,1075,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario6","slow",136,"Live in a four-room apartment by yourself",0,1824,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario6","slow",157,"Hold a floor party in the common room",1,1904,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario6","slow",150,"Walk up and down the hallway for an hour",0,2550,"prolific"
"62cd9290653f1ada1c0575e7","abnormal1","scenario6","slow",148,"Visit the room of someone you don't know",1,2261,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario6","slow",145,"Drink the tap water from the restrooms",1,2136,"prolific"
"62cd9290653f1ada1c0575e7","normal2","scenario6","slow",146,"Storm a club member's room as a prank",1,1851,"prolific"
"62cd9290653f1ada1c0575e7","abnormal2","scenario4","slow",99,"Drive from your room to your classroom",1,1751,"prolific"
"62cd9290653f1ada1c0575e7","improbable","scenario3","slow",55,"Have filet mignon and broccoli for dinner",1,1941,"prolific"
"62cd9290653f1ada1c0575e7","immoral","scenario3","slow",79,"Steal a bag when the owner is getting food",0,1805,"prolific"
"62cd9290653f1ada1c0575e7","abnormal4","scenario3","slow",78,"Take a seat at a table upstairs after 8 pm",1,1914,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario3","fast",69,"Carry your plate on the top of your head",1,1235,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario3","fast",71,"Sit by yourself at a long table downstairs",1,968,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario3","fast",64,"Take out your laptop and study for an exam",1,1333,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario3","fast",80,"Add food poisoning to the water machine",0,1282,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario3","fast",75,"Fill your plate with food that you hate",1,1124,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario3","fast",70,"Use a tray to carry several items at once",1,1053,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario3","fast",66,"Take a piece of silverware away with you",1,848,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",1,1009,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario3","fast",79,"Steal a bag when the owner is getting food",1,1273,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario3","fast",65,"Take a couple of cookies away in napkins",1,881,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario3","fast",55,"Have filet mignon and broccoli for dinner",1,925,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,1023,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario3","fast",56,"Slip on a banana peel upon walking in",1,933,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario3","fast",57,"Hear your favorite song in the speaker",1,849,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",1,822,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario3","fast",59,"Teleport yourself from station to station",0,1135,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",1,999,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",1,1031,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,1191,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,785,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario3","fast",73,"Cut in the lines at the stir fry station",1,837,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",0,1525,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario3","fast",61,"Make a customized salad at the salad bar",1,996,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario3","fast",81,"Make fun of someone's food choice openly",1,772,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario3","fast",78,"Take a seat at a table upstairs after 8 pm",1,878,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario4","fast",88,"Cross the road when no car is passing",1,1192,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario4","fast",108,"Ride away an unlocked bike on the sidewalk",1,1133,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario4","fast",101,"Pour a cup of iced tea onto the grass",1,887,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario4","fast",99,"Drive from your room to your classroom",0,1065,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario4","fast",105,"Look out for two-way traffic by Dartmouth Hall",1,1103,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",1,1179,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario4","fast",91,"Cross the road without looking out for cars",1,1149,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario4","fast",95,"listen to music through a loudspeaker",1,791,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,792,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",0,882,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,1009,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",1,932,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario4","fast",82,"Listen to exactly 4.35 songs on your way",1,957,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,975,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,786,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario4","fast",107,"Shout insults at the people walking by",1,888,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",1,791,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,922,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,1011,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario4","fast",89,"Walk on the footpath across the Green",1,844,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario4","fast",106,"Smash the window of a car parked nearby",1,1000,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario4","fast",86,"Transport yourself to class with a spell",0,919,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,702,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario4","fast",87,"Teleport the classroom to where you are",0,931,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario4","fast",83,"Run to your destination at record speed",1,778,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario4","fast",104,"Park your car on any side of the Green",1,999,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,895,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario6","fast",141,"Go diving in the water basin in the restroom",1,1082,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,1098,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,907,"prolific"
"61017e76a0494146f7fdff65","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,880,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",1,1163,"prolific"
"61017e76a0494146f7fdff65","immoral","scenario6","fast",160,"Enter someone's room without permission",1,909,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario6","fast",147,"Leave the windows open all day in winter",1,1002,"prolific"
"61017e76a0494146f7fdff65","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",1,1052,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario6","fast",157,"Hold a floor party in the common room",1,1180,"prolific"
"61017e76a0494146f7fdff65","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,1021,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,1001,"prolific"
"61017e76a0494146f7fdff65","normal2","scenario6","fast",146,"Storm a club member's room as a prank",1,1094,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",1,1083,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1242,"prolific"
"61017e76a0494146f7fdff65","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,986,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1108,"prolific"
"61017e76a0494146f7fdff65","abnormal2","scenario6","fast",151,"Lock your room every time you head out",1,1365,"prolific"
"61017e76a0494146f7fdff65","improbable","scenario6","fast",137,"Hear twenty alarm clocks go off at once",1,1403,"prolific"
"61017e76a0494146f7fdff65","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",0,1226,"prolific"
