"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"5a348ea750833c0001ee9550","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,787,"prolific"
"5a348ea750833c0001ee9550","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",0,869,"prolific"
"5a348ea750833c0001ee9550","abnormal1","scenario3","fast",67,"Eat with three forks used alternatingly",1,1203,"prolific"
"5a348ea750833c0001ee9550","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",0,1152,"prolific"
"5a348ea750833c0001ee9550","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,872,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",1,1019,"prolific"
"5a348ea750833c0001ee9550","abnormal2","scenario3","fast",72,"Acknowledge Foco for the dishes you like",1,1150,"prolific"
"5a348ea750833c0001ee9550","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,1122,"prolific"
"5a348ea750833c0001ee9550","immoral","scenario3","fast",80,"Add food poisoning to the water machine",1,1289,"prolific"
"5a348ea750833c0001ee9550","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",1,989,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",1,831,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario6","slow",137,"Hear twenty alarm clocks go off at once",0,1875,"prolific"
"5a348ea750833c0001ee9550","abnormal1","scenario6","slow",150,"Walk up and down the hallway for an hour",1,1861,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario6","slow",138,"Walk through the hallway in exactly 47 steps",1,3282,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario6","slow",147,"Leave the windows open all day in winter",1,1750,"prolific"
"5a348ea750833c0001ee9550","normal1","scenario6","slow",142,"Enter the building with your Student ID",1,1998,"prolific"
"5a348ea750833c0001ee9550","abnormal2","scenario6","slow",153,"Remind your floor to go to the floor meeting",1,1981,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario6","slow",146,"Storm a club member's room as a prank",1,2000,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario6","slow",145,"Drink the tap water from the restrooms",1,3401,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario5","slow",110,"Get a four-course dinner from Pine for free",0,1753,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario5","slow",120,"Get drunk with friends at Dunk's sports bar",1,1863,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario5","slow",132,"Go to Lou's Restaurant for a lavish dinner",1,2634,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario5","slow",131,"Pick a table freely at Molly's Restaurant",0,1842,"prolific"
"5a348ea750833c0001ee9550","immoral","scenario5","slow",135,"Trip over a passing server with your napkin",0,2853,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario5","slow",109,"Run into Phil Hanlon in Molly's Restaurant",1,2222,"prolific"
"5a348ea750833c0001ee9550","abnormal3","scenario2","slow",47,"Jump up and down in the middle of the class",1,2975,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario2","slow",51,"Get full mark on an exam without studying",1,1773,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario2","slow",30,"Sit next to someone born on Februrary 25th",1,1879,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario2","slow",39,"Step outside during a triggering topic",1,1802,"prolific"
"5a348ea750833c0001ee9550","improbable","scenario1","slow",1,"Find an open study room in midterm week",0,2396,"prolific"
"5a348ea750833c0001ee9550","abnormal1","scenario1","slow",13,"Hop around the library for a study break",1,3083,"prolific"
"5a348ea750833c0001ee9550","abnormal4","scenario1","slow",24,"Eat potato chips in the East Reading Room",1,2156,"prolific"
"5a348ea750833c0001ee9550","normal2","scenario1","slow",12,"Move to Baker Lobby for late-night studying",1,3135,"prolific"
"5a348ea750833c0001ee9550","abnormal2","scenario1","slow",16,"Share a desk in Baker Lobby with a stranger",1,2978,"prolific"
"5a348ea750833c0001ee9550","abnormal3","scenario1","slow",21,"Stay in a study room when the time is up",1,1976,"prolific"
"5a348ea750833c0001ee9550","abnormal3","scenario1","slow",19,"Skateboard up and down first-floor Berry",1,2630,"prolific"
"5a348ea750833c0001ee9550","abnormal2","scenario3","slow",71,"Sit by yourself at a long table downstairs",0,2057,"prolific"
"5a348ea750833c0001ee9550","immoral","scenario4","slow",108,"Ride away an unlocked bike on the sidewalk",1,1819,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","fast",120,"Get drunk with friends at Dunk's sports bar",1,1522,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","fast",129,"Argue with the server about food price",1,1485,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","fast",127,"Order a bowl of rice noodles at Domino's",0,1502,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario5","fast",115,"Pick up the food that you have ordered",1,1269,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","fast",114,"Turn invisible to sneak into the kitchen",1,1566,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","fast",110,"Get a four-course dinner from Pine for free",0,1710,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","fast",111,"Pick the eighth restaurant you pass by",0,1449,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","fast",128,"Walk into a restaurant in your pajamas",1,1492,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","fast",118,"Use Snackpass to get food with a discount",1,1343,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","fast",109,"Run into Phil Hanlon in Molly's Restaurant",0,1196,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario5","fast",121,"Take three hours to decide what to order",0,1499,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","fast",113,"Communicate with the server by telepathy",1,1457,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario5","fast",122,"Pick a restaurant for the color of its walls",1,1376,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario5","fast",132,"Go to Lou's Restaurant for a lavish dinner",0,1183,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario5","fast",135,"Trip over a passing server with your napkin",1,1440,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","fast",125,"Read the menu before entering a restaurant",1,1207,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","fast",126,"Pay for the food your friends have ordered",1,1276,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario5","fast",116,"Order pizza and chicken wings at Domino's",0,951,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","fast",112,"Enter a restaurant through the chimney",1,1038,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario5","fast",133,"Refuse to pay for the food you have eaten",0,1283,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario5","fast",131,"Pick a table freely at Molly's Restaurant",1,1280,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","fast",119,"Send Snackpass gift points to a friend",0,1515,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","fast",124,"Check Google Reviews before heading out",0,1086,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,1277,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","fast",83,"Run to your destination at record speed",1,1221,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",0,971,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario4","fast",86,"Transport yourself to class with a spell",0,1141,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","fast",91,"Cross the road without looking out for cars",1,971,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,910,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,929,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,976,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","fast",89,"Walk on the footpath across the Green",1,1193,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","fast",88,"Cross the road when no car is passing",0,1189,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,953,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,979,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",1,921,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","fast",82,"Listen to exactly 4.35 songs on your way",1,1193,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","fast",95,"listen to music through a loudspeaker",1,882,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","fast",107,"Shout insults at the people walking by",1,1002,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,798,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",0,881,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","fast",108,"Ride away an unlocked bike on the sidewalk",0,1027,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,775,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","fast",101,"Pour a cup of iced tea onto the grass",0,882,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario4","fast",87,"Teleport the classroom to where you are",0,855,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",1,879,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario4","fast",99,"Drive from your room to your classroom",0,956,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","fast",106,"Smash the window of a car parked nearby",0,884,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","fast",147,"Leave the windows open all day in winter",1,950,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",1,952,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",1,867,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",0,895,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","fast",137,"Hear twenty alarm clocks go off at once",0,982,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1177,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",0,1103,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","fast",157,"Hold a floor party in the common room",0,1120,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",0,968,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,1273,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,1004,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1107,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,985,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1154,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","fast",151,"Lock your room every time you head out",1,990,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",1,922,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","fast",146,"Storm a club member's room as a prank",1,1042,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,1192,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,994,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","fast",141,"Go diving in the water basin in the restroom",1,1070,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",1,1065,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",0,1203,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,966,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario6","fast",160,"Enter someone's room without permission",1,890,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,964,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,943,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,921,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","fast",9,"Get a cup of coffee from Novack Cafe",1,927,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","fast",3,"Say hi to Ivy the library dog and pet her",1,1095,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",0,924,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,1070,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","fast",26,"Put up offensive posters in the hallways",0,1102,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","fast",17,"Meet in the Tower Room for a group project",1,1014,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","fast",2,"Run into twenty professors in succession",0,1001,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,806,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",1,1153,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1044,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","fast",16,"Share a desk in Baker Lobby with a stranger",0,1224,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","fast",5,"Read every book in the library's collection",0,1357,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","fast",4,"Take the elevator to the seventieth floor",1,1444,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","fast",23,"Organize a club meeting in Baker Lobby",1,1185,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","fast",25,"Steal a first-edition book and sell it",1,1067,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","fast",14,"Listen to music without headphones on",1,959,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",1,1124,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","fast",13,"Hop around the library for a study break",1,1062,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",1,1112,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","fast",12,"Move to Baker Lobby for late-night studying",1,1184,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","fast",19,"Skateboard up and down first-floor Berry",0,1147,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","fast",18,"Open the windows in the Orozco Room",0,983,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","fast",8,"Study with friends on first-floor Berry",1,949,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",1,1046,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","fast",10,"Check out a laptop charger for two hours",1,1026,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","fast",20,"Check out fifty books at the same time",1,1240,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","fast",1,"Find an open study room in midterm week",1,1268,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario2","fast",28,"Be the sixth person to answer a question",1,889,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","fast",52,"Look up answers online during an exam",1,1074,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","fast",48,"Ask and answer questions in gibberish",1,1013,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,1049,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","fast",38,"Pet the professor's dog who has wandered in",1,990,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","fast",43,"Greet a classmate that you don't know",1,1058,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","fast",35,"Take notes with a pencil and a notebook",1,1046,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","fast",47,"Jump up and down in the middle of the class",1,1454,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,1242,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","fast",37,"Watch the professor struggle with Zoom",0,1069,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario2","fast",29,"Recognize your neighbor's laptop wallpaper",0,1672,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","fast",33,"Take a seat in the nine-hundredth row",0,1393,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,1483,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario2","fast",42,"Volunteer to answer every single question",1,1186,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","fast",51,"Get full mark on an exam without studying",1,1436,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","fast",45,"Clean the chalkboard after writing on it",0,1433,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","fast",53,"Bribe a classmate to do homework for you",0,1221,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","fast",54,"Assault a classmate for differing opinions",1,1619,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","fast",32,"Move your fountain pen with your mind",1,1346,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","fast",36,"Reference relevant papers you have read",1,1534,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","fast",39,"Step outside during a triggering topic",0,1117,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario2","fast",40,"Greet everyone in the class individually",1,934,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","fast",31,"Let a flying carpet take you to your seat",0,1019,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","fast",34,"Answer a question when being called upon",1,1385,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","fast",44,"Keep a physical copy of every reading",1,1066,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,1012,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","fast",79,"Steal a bag when the owner is getting food",0,1202,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","fast",67,"Eat with three forks used alternatingly",1,1122,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","fast",80,"Add food poisoning to the water machine",0,921,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","fast",66,"Take a piece of silverware away with you",1,935,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","fast",78,"Take a seat at a table upstairs after 8 pm",1,952,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,1090,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","fast",73,"Cut in the lines at the stir fry station",1,1002,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","fast",71,"Sit by yourself at a long table downstairs",1,1071,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","fast",65,"Take a couple of cookies away in napkins",1,992,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",0,1095,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",0,1139,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",0,1476,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,1159,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","fast",70,"Use a tray to carry several items at once",1,1200,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",0,1294,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","fast",64,"Take out your laptop and study for an exam",1,1276,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","fast",72,"Acknowledge Foco for the dishes you like",0,1277,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","fast",59,"Teleport yourself from station to station",0,954,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","fast",55,"Have filet mignon and broccoli for dinner",1,1054,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","fast",57,"Hear your favorite song in the speaker",1,1252,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","fast",75,"Fill your plate with food that you hate",1,1333,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","fast",81,"Make fun of someone's food choice openly",1,1184,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","fast",69,"Carry your plate on the top of your head",1,1241,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","fast",56,"Slip on a banana peel upon walking in",1,1234,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","fast",61,"Make a customized salad at the salad bar",1,1123,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",0,1167,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario5","slow",115,"Pick up the food that you have ordered",1,4088,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","slow",128,"Walk into a restaurant in your pajamas",1,6580,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","slow",111,"Pick the eighth restaurant you pass by",1,3563,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","slow",124,"Check Google Reviews before heading out",1,2211,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario5","slow",122,"Pick a restaurant for the color of its walls",1,3031,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","slow",109,"Run into Phil Hanlon in Molly's Restaurant",0,10228,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario5","slow",110,"Get a four-course dinner from Pine for free",0,4600,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario5","slow",135,"Trip over a passing server with your napkin",0,9288,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario5","slow",132,"Go to Lou's Restaurant for a lavish dinner",0,14740,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario5","slow",134,"Fight a child for a table by the window",0,4593,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario5","slow",117,"Try out a newly opened restaurant in town",1,3392,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","slow",127,"Order a bowl of rice noodles at Domino's",0,8551,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario5","slow",129,"Argue with the server about food price",1,3370,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","slow",119,"Send Snackpass gift points to a friend",1,11665,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","slow",120,"Get drunk with friends at Dunk's sports bar",1,10841,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario5","slow",133,"Refuse to pay for the food you have eaten",0,7660,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","slow",126,"Pay for the food your friends have ordered",1,2091,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario5","slow",125,"Read the menu before entering a restaurant",1,3205,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario5","slow",130,"Get drunk with a group of friends at Pine",1,3016,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario5","slow",116,"Order pizza and chicken wings at Domino's",1,3215,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","slow",112,"Enter a restaurant through the chimney",0,3213,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario5","slow",118,"Use Snackpass to get food with a discount",1,2423,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","slow",113,"Communicate with the server by telepathy",0,2027,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario5","slow",123,"Eat only the food on the left side of a dish",1,19732,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario5","slow",114,"Turn invisible to sneak into the kitchen",0,1756,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario5","slow",131,"Pick a table freely at Molly's Restaurant",1,13588,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario5","slow",121,"Take three hours to decide what to order",0,6081,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","slow",107,"Shout insults at the people walking by",1,13204,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","slow",92,"Cross the Green by walking on the grass",1,4079,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","slow",96,"Walk across the Green with one shoe on",1,4270,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario4","slow",104,"Park your car on any side of the Green",1,19851,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","slow",91,"Cross the road without looking out for cars",1,15647,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","slow",84,"Spot a dragon-shaped cloud in the sky",1,3043,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","slow",95,"listen to music through a loudspeaker",0,9938,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","slow",106,"Smash the window of a car parked nearby",1,15940,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario4","slow",94,"Greet and smile at a stranger cordially",1,1912,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario4","slow",108,"Ride away an unlocked bike on the sidewalk",1,11372,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","slow",82,"Listen to exactly 4.35 songs on your way",1,5493,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario4","slow",87,"Teleport the classroom to where you are",0,3452,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","slow",89,"Walk on the footpath across the Green",1,2795,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","slow",88,"Cross the road when no car is passing",1,3026,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","slow",102,"Poke at the person walking in front of you",1,3293,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario4","slow",103,"Wait at the traffic light in front of Collis",1,6004,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario4","slow",93,"Finish your lunch while you are walking",1,1933,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario4","slow",83,"Run to your destination at record speed",1,2009,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario4","slow",99,"Drive from your room to your classroom",0,3927,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","slow",101,"Pour a cup of iced tea onto the grass",1,3758,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario4","slow",100,"Walk across campus with your eyes closed",1,6446,"prolific"
